exp_id,organ_group,cell_group,development_group,system_group,Biosample term id,Biosample term name,Biosample type,Biosample organism,Assay,Experiment target,File assembly,Donor(s)
ENCSR000CNI,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CNJ,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CNK,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO087AAA/
ENCSR000CNL,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO089AAA/
ENCSR000CNM,lung,unknown,endoderm,respiratory,UBERON:0002048,lung,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CNN,spleen,cancer_cell,mesoderm,immune,EFO:0003971,MEL,cell line,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO073AAA/
ENCSR000CNO,embryo,unknown,mesoderm,unknown,UBERON:0000926,mesoderm,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000CNP,spleen,hematopoietic_cell,mesoderm,immune,EFO:0005480,MEL-GATA-1-ER,cell line,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO073AAA/
ENCSR000CNS,connective_tissue,connective_tissue_cell,unknown,unknown,EFO:0001222,NIH3T3,cell line,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO337EDF/
ENCSR000CNT,connective_tissue,connective_tissue_cell,mesoderm,excretory,EFO:0005481,Patski,cell line,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO350LAJ/
ENCSR000CNU,eye,unknown,ectoderm,sensory,UBERON:0000966,retina,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CNV,eye,unknown,ectoderm,sensory,UBERON:0000966,retina,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CNW,eye,unknown,ectoderm,sensory,UBERON:0000966,retina,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CNX,musculature,unknown,mesoderm,musculature,UBERON:0001134,skeletal muscle tissue,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CNY,spleen,unknown,mesoderm,immune,UBERON:0002106,spleen,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000CNZ,blood,hematopoietic_cell,endoderm,immune,CL:0000895,"naive thymus-derived CD4-positive, alpha-beta T cell",primary cell,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000COA,blood,hematopoietic_cell,endoderm,immune,CL:0000492,CD4-positive helper T cell,primary cell,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000COB,immune_organ,unknown,endoderm,endocrine,UBERON:0002370,thymus,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000COC,blood,hematopoietic_cell,endoderm,immune,CL:0000792,"CD4-positive, CD25-positive, alpha-beta regulatory T cell",primary cell,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000COD,blood,hematopoietic_cell,endoderm,immune,CL:0000902,induced T-regulatory cell,primary cell,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000COE,brain,unknown,ectoderm,central_nervous,UBERON:0000955,brain,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000COF,brain,unknown,ectoderm,central_nervous,UBERON:0000955,brain,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000COG,brain,unknown,ectoderm,central_nervous,UBERON:0000955,brain,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR000COH,embryo,embryonic_cell,unknown,unknown,EFO:0005914,ZHBTc4,cell line,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO015AAA/
ENCSR000DHF,bone_element,hematopoietic_cell,mesoderm,skeletal,CL:0000556,megakaryocyte,primary cell,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000DHG,bone_element,hematopoietic_cell,mesoderm,circulatory,CL:0000765,erythroblast,primary cell,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000DHH,bone_element,hematopoietic_cell,mesoderm,skeletal,CL:0000556,megakaryocyte,primary cell,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000DHI,bone_element,hematopoietic_cell,mesoderm,skeletal,CL:0000556,megakaryocyte,primary cell,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000DHK,bone_element,hematopoietic_cell,mesoderm,circulatory,CL:0000765,erythroblast,primary cell,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000DHL,bone_element,hematopoietic_cell,mesoderm,circulatory,CL:0000765,erythroblast,primary cell,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000DHM,embryo,stem_cell,unknown,unknown,EFO:0002034,G1E,cell line,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO089AAA/
ENCSR000DHN,bone_element,hematopoietic_cell,mesoderm,circulatory,CL:0000765,erythroblast,primary cell,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000DHO,lymph_node,B_cell,mesoderm,immune,EFO:0005233,CH12.LX,cell line,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO324YEK/
ENCSR000DHP,bone_element,hematopoietic_cell,mesoderm,circulatory,CL:0000765,erythroblast,primary cell,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000DHQ,lymph_node,B_cell,mesoderm,immune,EFO:0005233,CH12.LX,cell line,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO324YEK/
ENCSR000DHR,bone_element,hematopoietic_cell,mesoderm,skeletal,CL:0000556,megakaryocyte,primary cell,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000DHT,bone_element,hematopoietic_cell,mesoderm,skeletal,CL:0000556,megakaryocyte,primary cell,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO083AAA/
ENCSR000DHU,lymph_node,B_cell,mesoderm,immune,EFO:0005233,CH12.LX,cell line,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO324YEK/
ENCSR000DHV,embryo,stem_cell,unknown,unknown,EFO:0002034,G1E,cell line,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO089AAA/
ENCSR000DHW,lymph_node,B_cell,mesoderm,immune,EFO:0005233,CH12.LX,cell line,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO324YEK/
ENCSR000DHX,embryo,stem_cell,unknown,unknown,EFO:0002034,G1E,cell line,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO089AAA/
ENCSR000DHY,lymph_node,B_cell,mesoderm,immune,EFO:0005233,CH12.LX,cell line,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO324YEK/
ENCSR000DIX,embryo,stem_cell,unknown,unknown,EFO:0002034,G1E,cell line,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO089AAA/
ENCSR000DJB,embryo,stem_cell,unknown,unknown,EFO:0002034,G1E,cell line,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO089AAA/
ENCSR005WPU,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO956IXV/
ENCSR007XTC,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR008WOQ,embryo,unknown,unknown,unknown,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR012YAB,brain,unknown,ectoderm,central_nervous,UBERON:0002028,hindbrain,tissue,Mus musculus,ATAC-seq,ATAC-seq,mm10,/mouse-donors/ENCDO956IXV/
ENCSR014MXQ,brain,unknown,ectoderm,central_nervous,UBERON:0002028,hindbrain,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR014SFF,brain,unknown,ectoderm,central_nervous,UBERON:0001890,forebrain,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO956IXV/
ENCSR014TEJ,brain,unknown,ectoderm,central_nervous,UBERON:0001890,forebrain,tissue,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR014YAY,intestine,unknown,endoderm,digestive,UBERON:0000160,intestine,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR021ALF,limb,unknown,ectoderm,musculature,UBERON:0002101,limb,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR022DED,limb,unknown,ectoderm,musculature,UBERON:0002101,limb,tissue,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR022KDE,brain,unknown,ectoderm,central_nervous,UBERON:0001890,forebrain,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR023EDS,kidney,unknown,mesoderm,excretory,UBERON:0002113,kidney,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO509HIY/
ENCSR023QZX,kidney,unknown,mesoderm,excretory,UBERON:0002113,kidney,tissue,Mus musculus,ATAC-seq,ATAC-seq,mm10,/mouse-donors/ENCDO956IXV/
ENCSR023VJO,stomach,unknown,endoderm,digestive,UBERON:0000945,stomach,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR025AOC,lung,unknown,endoderm,respiratory,UBERON:0002048,lung,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR026MFT,brain,unknown,ectoderm,central_nervous,UBERON:0002037,cerebellum,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO509HIY/
ENCSR027DMG,embryo,unknown,unknown,unknown,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR028VCU,brain,unknown,ectoderm,central_nervous,UBERON:0001891,midbrain,tissue,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR028ZHS,limb,unknown,ectoderm,musculature,UBERON:0002101,limb,tissue,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR031HDN,embryo,unknown,unknown,unknown,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,ATAC-seq,ATAC-seq,mm10,/mouse-donors/ENCDO956IXV/
ENCSR032HKE,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,ATAC-seq,ATAC-seq,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR032JUI,embryo,embryonic_cell,unknown,unknown,EFO:0007751,E14TG2a.4,cell line,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO015AAA/
ENCSR036YKL,kidney,unknown,mesoderm,excretory,UBERON:0002113,kidney,tissue,Mus musculus,Histone ChIP-seq,H3K4me2-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR037HCS,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR037HLB,brain,unknown,ectoderm,central_nervous,UBERON:0001891,midbrain,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR041KEJ,brain,unknown,ectoderm,central_nervous,UBERON:0001890,forebrain,tissue,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR044SNE,epithelium,unknown,ectoderm,unknown,UBERON:0001049,neural tube,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR044SUW,brain,unknown,ectoderm,central_nervous,UBERON:0001890,forebrain,tissue,Mus musculus,Histone ChIP-seq,H3K4me2-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR045NOD,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR046SWI,brain,unknown,ectoderm,central_nervous,UBERON:0002028,hindbrain,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR048IZJ,stomach,unknown,endoderm,digestive,UBERON:0000945,stomach,tissue,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR051CUH,intestine,unknown,endoderm,digestive,UBERON:0000160,intestine,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR052CDF,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR054JHZ,brain,unknown,ectoderm,central_nervous,UBERON:0002028,hindbrain,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR057BKH,embryo,unknown,unknown,unknown,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR057SHA,kidney,unknown,mesoderm,excretory,UBERON:0002113,kidney,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR058DOA,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR059LYY,embryo,unknown,unknown,unknown,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR059MBO,embryo,embryonic_cell,unknown,unknown,EFO:0007751,E14TG2a.4,cell line,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO015AAA/
ENCSR061DPP,embryo,unknown,unknown,unknown,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR064DGY,stomach,unknown,endoderm,digestive,UBERON:0000945,stomach,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR064IHX,bone_element,hematopoietic_cell,mesoderm,unknown,CL:0000050,megakaryocyte-erythroid progenitor cell,primary cell,Mus musculus,ATAC-seq,ATAC-seq,mm10,/mouse-donors/ENCDO072AAA/
ENCSR065CJC,epithelium,unknown,ectoderm,unknown,UBERON:0001049,neural tube,tissue,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR065LAB,brain,unknown,ectoderm,central_nervous,UBERON:0001891,midbrain,tissue,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR066DPD,kidney,unknown,mesoderm,excretory,UBERON:0002113,kidney,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO956IXV/
ENCSR066LZB,brain,unknown,ectoderm,central_nervous,UBERON:0001890,forebrain,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR066WUD,brain,unknown,ectoderm,central_nervous,UBERON:0001891,midbrain,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR066XFL,brain,unknown,ectoderm,central_nervous,UBERON:0002028,hindbrain,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR066XXZ,brain,unknown,ectoderm,central_nervous,UBERON:0002028,hindbrain,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR067FKP,brain,unknown,ectoderm,central_nervous,UBERON:0001891,midbrain,tissue,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR067ZDE,brain,unknown,ectoderm,central_nervous,UBERON:0001890,forebrain,tissue,Mus musculus,Histone ChIP-seq,H3K4me2-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR068XYW,brain,unknown,ectoderm,central_nervous,UBERON:0001891,midbrain,tissue,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR068YGC,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,ATAC-seq,ATAC-seq,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR069TDC,brain,unknown,ectoderm,central_nervous,UBERON:0001890,forebrain,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR069XHI,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR070MOK,brain,unknown,ectoderm,central_nervous,UBERON:0001890,forebrain,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR071SQK,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR074RIB,brain,unknown,ectoderm,central_nervous,NTR:0000646,left cerebral cortex,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO509HIY/
ENCSR075SNV,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR076FAM,embryo,unknown,unknown,unknown,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR076MXH,stomach,unknown,endoderm,digestive,UBERON:0000945,stomach,tissue,Mus musculus,Histone ChIP-seq,H3K4me2-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR079GOY,intestine,unknown,endoderm,digestive,UBERON:0000160,intestine,tissue,Mus musculus,ATAC-seq,ATAC-seq,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR080GQM,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR085EYQ,limb,unknown,ectoderm,musculature,UBERON:0002101,limb,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR087JEN,brain,unknown,ectoderm,central_nervous,UBERON:0001890,forebrain,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR087PLZ,epithelium,unknown,ectoderm,unknown,UBERON:0001049,neural tube,tissue,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR088UKA,brain,unknown,ectoderm,central_nervous,UBERON:0001891,midbrain,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR088UYE,brain,unknown,ectoderm,central_nervous,UBERON:0002028,hindbrain,tissue,Mus musculus,ATAC-seq,ATAC-seq,mm10,/mouse-donors/ENCDO956IXV/
ENCSR091WNX,embryo,unknown,unknown,unknown,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,Histone ChIP-seq,H3K4me1-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR093BYV,epithelium,unknown,ectoderm,unknown,UBERON:0001049,neural tube,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR093DWU,brain,unknown,ectoderm,central_nervous,UBERON:0001890,forebrain,tissue,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR094QZC,epithelium,unknown,ectoderm,unknown,UBERON:0001049,neural tube,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR094TTT,brain,unknown,ectoderm,central_nervous,UBERON:0001890,forebrain,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR094XAY,lung,unknown,endoderm,respiratory,UBERON:0002048,lung,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO956IXV/
ENCSR095FDG,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR096JCC,brain,unknown,ectoderm,central_nervous,UBERON:0001891,midbrain,tissue,Mus musculus,ATAC-seq,ATAC-seq,mm10,/mouse-donors/ENCDO956IXV/
ENCSR098AHF,limb,unknown,ectoderm,musculature,UBERON:0002101,limb,tissue,Mus musculus,Histone ChIP-seq,H3K4me2-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR098USP,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR099BYW,epithelium,unknown,ectoderm,unknown,UBERON:0001049,neural tube,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR100DLL,intestine,unknown,endoderm,digestive,UBERON:0000160,intestine,tissue,Mus musculus,Histone ChIP-seq,H3K4me2-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR102NGD,lung,unknown,endoderm,respiratory,UBERON:0002048,lung,tissue,Mus musculus,ATAC-seq,ATAC-seq,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR104PWP,brain,unknown,ectoderm,central_nervous,UBERON:0001891,midbrain,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR105OGF,embryo,unknown,unknown,unknown,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR106QSU,embryo,unknown,unknown,unknown,UBERON:0012314,embryonic facial prominence,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR107SLP,epithelium,unknown,ectoderm,unknown,UBERON:0001049,neural tube,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR108TWE,lung,unknown,endoderm,respiratory,UBERON:0002048,lung,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR110MSZ,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K4me2-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR110TIW,brain,unknown,ectoderm,central_nervous,UBERON:0002028,hindbrain,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR113CGA,kidney,unknown,mesoderm,excretory,UBERON:0002113,kidney,tissue,Mus musculus,DNase-seq,DNase-seq,mm10,/mouse-donors/ENCDO509HIY/
ENCSR115FTP,limb,unknown,ectoderm,musculature,UBERON:0002101,limb,tissue,Mus musculus,Histone ChIP-seq,H3K4me2-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR119YTR,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR121BWA,kidney,unknown,mesoderm,excretory,UBERON:0002113,kidney,tissue,Mus musculus,Histone ChIP-seq,H3K36me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR122CJZ,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR122HLY,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K27me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR123MLY,heart,unknown,mesoderm,circulatory,UBERON:0000948,heart,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR125VVG,liver,unknown,endoderm,endocrine,UBERON:0002107,liver,tissue,Mus musculus,Histone ChIP-seq,H3K9me3-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR128ZCB,brain,unknown,ectoderm,central_nervous,UBERON:0001890,forebrain,tissue,Mus musculus,Histone ChIP-seq,H3K9ac-mouse,mm10,/mouse-donors/ENCDO469XMJ/
ENCSR129DIK,brain,unknown,ectoderm,central_nervous,UBERON:0001890,forebrain,tissue,Mus musculus,Histone ChIP-seq,H3K4me3-mouse,mm10,/mouse-donors/ENCDO956IXV/
ENCSR129LAP,brain,unknown,ectoderm,central_nervous,UBERON:0002028,hindbrain,tissue,Mus musculus,Histone ChIP-seq,H3K27ac-mouse,mm10,/mouse-donors/ENCDO956IXV/
